"","LONG","LAT"
"1",19.4053414809864,-4.33037714932469
"2",24.0317901586898,-10.3946227873263
"3",18.647299674095,-5.54500273952286
"4",23.5322049251585,-6.63278112665778
"5",22.8021236877166,-1.25646260602721
"6",24.1189119450579,-0.334558456822332
"7",27.8451624210308,2.56117022914
"8",19.1370244933666,-6.35524192188443
"9",20.381168400396,-6.07529945931209
"10",19.1054521789565,4.03842505180434
"11",28.1189597926836,-1.25551916708675
"12",19.6427446977313,3.64575496637862
"13",28.2938771947274,-8.70710135595455
"14",15.249201569089,-5.32084177062777
"15",28.9359471300787,-5.45702160009779
"16",25.8190837765622,-5.32540507703157
"17",28.0141181723155,-7.84865361074403
"18",16.6185614871359,-3.03776859237141
"19",21.7691779940375,-6.17841455747659
"20",21.5861394067317,-3.22280774829833
"21",27.7392249802454,2.34769148711137
"22",22.79358607384,-5.57964386801784
"23",28.2063434066746,3.06607114380435
"24",29.7084729557558,0.0781473834645531
"25",25.3826091093311,-5.64595226243638
"26",29.2195113826795,-0.247674767178286
"27",22.0807812676742,-7.12804516752918
"28",18.0514899946089,-4.58185045640017
"29",27.2851922970552,-5.48285568909627
"30",16.7248859383,-5.81428289648032
"31",20.0451161329996,4.28134492014282
"32",27.9027562252893,-5.99820722207969
"33",23.1586602116955,-4.03946945720537
"34",18.9644307948414,-0.34490831290358
"35",16.5234029997823,-3.82887598393527
"36",22.3689346852377,-2.90989871468223
"37",29.5433654974215,0.631268449370449
"38",14.2122636894926,-4.84579868240822
"39",22.5632220128468,-7.60766204358199
"40",25.8017416111428,-6.69864188316006
"41",28.137211044582,-10.4262862340228
"42",23.3873643957451,-1.47653037656086
"43",16.952317047302,-2.76976775801153
"44",21.1787231742719,0.0551706644859811
"45",25.7840076091927,-3.49831338419495
"46",25.3842558784811,-5.70730293254445
"47",17.2373338386099,-4.11945604764647
"48",27.6788900901563,2.77942748590964
"49",25.839109805972,3.03671745124271
"50",21.4105516752278,-4.22681174999683
"51",18.278696004425,-4.53424239858232
"52",19.4558726729746,-5.17784825632397
"53",22.1682498893662,-6.93924386057194
"54",19.4237915854329,-4.81005585600804
"55",25.1473968192567,-8.97412718454351
"56",20.8045526268742,3.65118554367324
"57",28.4103705878928,-4.40818633103813
"58",22.0646652509577,4.18659245049902
"59",28.7897285656811,0.363914882085545
"60",18.6687363638094,4.21752580395323
"61",21.1686603366439,0.19157928403638
"62",19.4786810899633,3.00060491958133
"63",29.6892885176685,-7.68211238463944
"64",26.2582022258809,-4.56935548958925
"65",23.1374037397268,-9.8312577743428
"66",27.0119472536694,-5.96530601496206
"67",21.6639675012833,-3.21592051372991
"68",23.7803207401797,-4.93565607123429
"69",22.3917544002129,-1.06930676095529
"70",27.2041176304706,-7.83228036389269
"71",21.660199208014,-5.72281171880251
"72",24.0932142909024,-3.80870807156467
"73",28.62798901186,1.43661492006048
"74",30.4592201756985,2.91558861954852
